customer_id,customer_fname,customer_lname,customer_city,customer_state,total_orders,total_spent
2494,Mary,Griffin,Reynoldsburg,OH,21,3661.5
11382,Richard,Gordon,Huntington Beach,CA,24,3660.48
3519,Nicholas,Ruiz,San Antonio,TX,18,3659.74
1420,Elizabeth,Smith,Las Vegas,NV,14,3659.72
8527,Steven,Rivera,Orlando,FL,17,3659.68
11941,Jeffrey,Pugh,Cayey,PR,14,3659.66
6579,Mary,Long,Caguas,PR,17,3659.65
4597,Linda,Smith,Caguas,PR,23,3659.63
9544,Hannah,Long,Caguas,PR,18,3659.61
553,Eugene,Smith,Fremont,CA,17,3659.56
4549,Mary,Jones,Caguas,PR,19,3659.55
3117,Jacob,Murphy,Rowland Heights,CA,17,3659.55
7733,Mary,Torres,Hanford,CA,19,3659.48
3429,Mary,Smith,Caguas,PR,21,3659.44
8950,David,Smith,Bronx,NY,19,3658.66
3266,Mary,Salinas,Chicago,IL,19,3658.62
11799,Mary,Tate,Brooklyn,NY,19,3657.5
10865,Albert,Contreras,Alpharetta,GA,14,3655.67
1740,Mary,Craig,Virginia Beach,VA,20,3655.63
12419,Jane,Smith,Greensburg,PA,20,3655.58
6518,Mary,Smith,Warren,MI,19,3654.68
343,Douglas,Joseph,San Antonio,TX,17,3654.66
2919,Douglas,Burgess,Raleigh,NC,18,3654.62
4246,Mary,Cunningham,Caguas,PR,20,3654.36
2085,Mary,Mahoney,Los Angeles,CA,17,3652.62
10036,Mary,Smith,Caguas,PR,18,3650.56
275,Robert,Smith,Caguas,PR,16,3649.76
10157,Mary,Todd,Detroit,MI,16,3649.71
8199,William,Smith,Caguas,PR,14,3649.71
6620,Elizabeth,Smith,Bountiful,UT,16,3649.7
2861,Mary,Williamson,Honolulu,HI,18,3649.69
6890,Nancy,Smith,Roswell,NM,14,3649.67
5083,George,Valentine,Bronx,NY,14,3649.66
6927,Mary,Cohen,Summerville,SC,15,3649.66
9919,Mary,Daniel,Raleigh,NC,17,3649.64
6163,Mary,Smith,San Jose,CA,18,3649.63
8223,Mary,Smith,Warren,MI,12,3649.63
6875,Mary,Mcdowell,Newark,NJ,17,3649.63
7309,Mary,Smith,Caguas,PR,18,3649.63
3238,Benjamin,Hoffman,Brooklyn,NY,13,3649.63
5037,Amber,Pearson,Los Angeles,CA,22,3649.61
7703,Mary,Shannon,Rancho Cordova,CA,17,3649.59
11749,William,Murphy,Troy,NY,17,3649.59
6313,Zachary,Smith,Phoenix,AZ,19,3649.59
10282,Mary,Roberts,Caguas,PR,17,3649.56
3137,Elizabeth,Smith,Oxnard,CA,16,3649.55
1167,Mary,Bentley,Caguas,PR,19,3649.54
12004,Marie,Martinez,San Jose,CA,19,3649.53
2375,Mary,Smith,Bronx,NY,18,3649.53
3995,Kathryn,Gallegos,North Las Vegas,NV,20,3649.51
1102,Lisa,Hensley,Caguas,PR,17,3649.41
9993,Mary,Scott,Broken Arrow,OK,19,3649.4
10596,David,Moss,Milford,CT,20,3647.59
2050,Mary,Jacobs,Doylestown,PA,18,3647.58
796,Donna,Smith,Tallahassee,FL,20,3647.56
6524,Megan,Brown,Bronx,NY,21,3647.42
7010,Jessica,Kelley,Caguas,PR,21,3647.34
384,Mildred,Cunningham,Las Vegas,NV,19,3644.74
9442,Mary,Gonzales,Caguas,PR,16,3644.71
4331,David,Smith,Humacao,PR,21,3644.59
6278,Mary,Brown,Vega Baja,PR,18,3644.54
3975,Louis,Meadows,Caguas,PR,19,3641.62
9359,Nancy,Campos,Beloit,WI,18,3640.57
8399,Donna,Sims,Caguas,PR,17,3640.52
5540,Deborah,Smith,Caguas,PR,20,3639.69
10875,Mary,Thompson,Guayama,PR,15,3639.6
2299,Dorothy,Miller,Phoenix,AZ,21,3639.56
7774,Mary,Smith,Caguas,PR,19,3639.55
2058,Mary,Hernandez,Caguas,PR,18,3639.55
4786,Mary,Bond,Caguas,PR,18,3639.36
818,Mary,Kennedy,San Diego,CA,18,3638.53
300,Mary,Key,Plano,TX,19,3638.46
8707,Lisa,Smith,Caguas,PR,18,3634.62
11633,Jane,Gonzalez,Caguas,PR,18,3634.58
10261,Bobby,Bell,Jamaica,NY,18,3634.54
4420,Susan,Owen,Caguas,PR,23,3634.5
10648,Mary,Smith,Los Angeles,CA,16,3634.38
1950,Mary,Boyer,New Bedford,MA,16,3631.61
7286,Mary,Spencer,Mount Pleasant,MI,19,3629.76
9100,Beverly,Smith,La Habra,CA,19,3629.73
7942,Jacob,Gonzalez,Caguas,PR,16,3629.71
9204,Mary,Harris,Caguas,PR,17,3629.68
4825,Jack,Boyle,Riverside,CA,14,3629.66
2341,Mary,Smith,Caguas,PR,18,3629.64
4090,Mary,Middleton,Brooklyn,NY,19,3629.63
1790,Kimberly,Sherman,Freeport,NY,15,3629.63
2214,Mary,Smith,Caguas,PR,17,3629.6
2765,Donald,Osborn,Woodbridge,VA,17,3629.58
12336,Joe,Smith,Caguas,PR,16,3629.58
1204,Nicole,Anderson,Berwyn,IL,17,3629.56
9125,Mary,Smith,Caguas,PR,21,3629.55
11135,Michelle,Kirk,New York,NY,14,3629.54
9842,Mary,Smith,Caguas,PR,17,3629.53
8749,Benjamin,Graham,Bronx,NY,18,3629.51
8393,Mary,Smith,Richmond,VA,18,3629.49
6591,Lauren,Smith,Philadelphia,PA,21,3629.37
9038,Mary,Lee,Caguas,PR,18,3628.41
7729,Jane,Smith,Las Vegas,NV,17,3627.77
5279,Kathryn,Smith,Fayetteville,NC,18,3627.6
4028,Rose,Smith,Caguas,PR,21,3626.51
1413,Mary,Mcguire,Chicago,IL,16,3624.72
9159,Christopher,Smith,Los Angeles,CA,20,3624.63
4157,Sara,Brewer,Garden Grove,CA,19,3624.53
4775,Walter,Wright,Caguas,PR,21,3624.47
199,Cynthia,Horn,Caguas,PR,17,3624.45
11535,Dorothy,Moon,Ypsilanti,MI,19,3623.33
4849,Teresa,Baxter,Carolina,PR,18,3621.57
8196,Kimberly,Sheppard,Eagle Pass,TX,18,3619.77
5840,Andrea,Nunez,Los Angeles,CA,16,3619.59
3634,Emily,Smith,Caguas,PR,20,3619.55
2932,Mary,Scott,Caguas,PR,18,3619.53
4033,George,Simmons,Caguas,PR,22,3619.51
11170,Mary,Newman,Philadelphia,PA,19,3619.48
12333,Mary,Thomas,Caguas,PR,22,3619.44
3535,Betty,Rodgers,Encinitas,CA,21,3619.43
215,Mary,Smith,Flushing,NY,19,3618.65
10689,Mary,Smith,Las Vegas,NV,17,3617.68
2268,Mary,Smith,Marietta,GA,21,3617.66
6510,Karen,Smith,Cumberland,MD,20,3617.6
7170,Bryan,Johnson,San Diego,CA,19,3617.46
3817,Gary,Garcia,Toa Alta,PR,18,3617.34
3625,Mary,Smith,Caguas,PR,19,3616.46
2378,Mary,Todd,Irwin,PA,17,3615.53
4255,Brittany,Smith,Caguas,PR,19,3614.7
5668,Christina,Hawkins,Caguas,PR,16,3614.6
5804,Mary,Burns,York,PA,20,3614.59
12371,Mary,Velez,San Diego,CA,17,3614.53
9805,Mary,Camacho,Walnut,CA,21,3613.61
521,James,Vaughn,Portland,OR,15,3609.77
8227,Jacob,Smith,Bay Shore,NY,16,3609.72
4210,Matthew,Roach,Phoenix,AZ,14,3609.65
4711,Ryan,Smith,Pharr,TX,14,3609.65
12248,Mary,Walker,San Diego,CA,17,3609.6
6166,Margaret,Smith,Greenville,NC,17,3609.6
4731,Hannah,Thompson,Caguas,PR,17,3609.59
11245,Debra,Washington,Caguas,PR,15,3609.55
11785,Stephanie,Beasley,Loveland,OH,17,3609.54
12068,Mary,Smith,Aurora,CO,20,3609.52
10957,Jessica,Turner,Brooklyn,NY,19,3609.52
11719,Kelly,Shepherd,Chicago,IL,19,3609.42
6484,George,Jordan,Caguas,PR,18,3609.39
182,James,Ortiz,Caguas,PR,19,3608.58
3765,Mary,Smith,Caguas,PR,20,3607.71
2430,Michelle,Smith,Dallas,TX,19,3604.68
4963,Mary,Smith,Brownsville,TX,16,3604.54
7024,Jerry,Smith,Caguas,PR,20,3603.6
10214,Raymond,Smith,Caguas,PR,22,3601.59
3496,Brittany,Holmes,Caguas,PR,17,3599.74
206,Mary,West,Pompano Beach,FL,16,3599.65
2993,Mildred,Clark,Atlanta,GA,14,3599.64
12032,Mary,Smith,Spring Valley,CA,16,3599.63
10604,Jennifer,Smith,Fayetteville,NC,17,3599.61
6259,Samantha,Morales,Saginaw,MI,16,3599.6
1502,Alan,Santos,Caguas,PR,17,3599.55
11520,Mary,Anderson,Caguas,PR,17,3599.55
1775,Sharon,Hernandez,Virginia Beach,VA,22,3599.54
8651,George,Smith,Caguas,PR,19,3599.52
327,Mary,Smith,Carrollton,TX,18,3599.47
10505,Eugene,Wu,Bell Gardens,CA,18,3599.45
1749,Mary,West,Cincinnati,OH,22,3599.44
1928,Timothy,Rojas,Caguas,PR,21,3599.42
11682,Mary,Ferguson,La Puente,CA,14,3597.58
3240,Kelly,Golden,West Jordan,UT,20,3595.62
10479,Mary,Gaines,Caguas,PR,18,3594.73
10461,Jessica,Weber,Caguas,PR,15,3594.7
5534,Elizabeth,Smith,South El Monte,CA,19,3594.65
12397,Mary,Smith,Dearborn,MI,14,3594.64
10262,Mary,Smith,Caguas,PR,19,3594.56
1082,Angela,Contreras,Caguas,PR,17,3593.66
8004,Mary,Smith,Caguas,PR,16,3593.66
3600,Jennifer,Smith,Moreno Valley,CA,20,3593.55
3358,Anthony,Wright,Caguas,PR,20,3590.39
12134,Mary,Jefferson,Caguas,PR,17,3589.7
539,Marilyn,Smith,Ventura,CA,15,3589.69
2530,Walter,Smith,Peabody,MA,14,3589.67
6505,Margaret,Smith,Caguas,PR,14,3589.66
8010,Kathy,Smith,Martinsburg,WV,20,3589.63
7249,Mary,Luna,Apex,NC,19,3589.61
3578,Christian,Cameron,Fort Lauderdale,FL,16,3589.61
12423,Stephen,Smith,Palmdale,CA,15,3589.6
4220,Mary,Morgan,Caguas,PR,18,3589.6
139,Daniel,Maxwell,San Diego,CA,17,3589.59
10304,Mary,Watson,Chicago,IL,14,3589.58
9577,Mary,Macias,Columbia,TN,15,3589.57
2664,Edward,Klein,Caguas,PR,18,3589.56
7328,Mary,Smith,Caguas,PR,21,3589.53
6327,Mary,Coleman,Caguas,PR,20,3589.52
1562,Mary,Dickerson,Orlando,FL,19,3589.52
3675,Joyce,Pittman,Caguas,PR,18,3589.46
809,Hannah,Avila,Caguas,PR,18,3588.46
5724,Christian,Doyle,Caguas,PR,21,3585.7
11705,Ann,Ward,Caguas,PR,18,3585.66
8722,Mary,Hunt,Chicago,IL,17,3585.5
8620,Mary,Briggs,Philadelphia,PA,19,3585.46
6773,Mary,Gonzalez,San Jose,CA,16,3584.7
223,Ralph,Smith,Caguas,PR,18,3583.56
10405,Mary,Durham,Houston,TX,19,3583.49
11366,Catherine,Weiss,Los Angeles,CA,19,3580.55
12066,Kevin,Smith,Union City,NJ,16,3579.74
10085,Mary,Mccarthy,Los Angeles,CA,15,3579.64
5187,Mary,Smith,Caguas,PR,16,3579.62
490,Sandra,Brown,Caguas,PR,16,3579.56
11485,Jean,Haley,Caguas,PR,16,3579.56
1980,Mary,Smith,Clearfield,UT,18,3579.56
8163,Mary,Johnson,Caguas,PR,17,3579.53
8870,Nicole,Lyons,Fort Lauderdale,FL,18,3579.52
1364,Mary,Kirk,Caguas,PR,17,3579.49
5984,Janet,Norton,Dallas,TX,17,3579.47
1295,Theresa,Lopez,Winnetka,CA,20,3579.33
12142,Anthony,Smith,Encinitas,CA,20,3577.68
225,Megan,Watson,Caguas,PR,18,3577.63
8638,Daniel,Wood,Los Angeles,CA,17,3575.46
4610,Mary,Richards,North Tonawanda,NY,16,3574.64
10146,Andrew,Smith,Anaheim,CA,18,3574.61
5796,Crystal,Hamilton,Las Vegas,NV,16,3574.53
6159,Mary,Smith,Caguas,PR,18,3573.7
4473,Christine,Jordan,West Chester,PA,20,3571.46
7544,Barbara,Smith,Detroit,MI,16,3569.81
11307,Mary,Smith,Caguas,PR,16,3569.73
4149,Mary,Smith,Ithaca,NY,16,3569.69
10432,Mary,White,Bristol,CT,15,3569.69
9216,Kyle,Joyce,Brooklyn,NY,15,3569.68
1628,Benjamin,Smith,Phoenix,AZ,15,3569.61
11853,Mary,Dunn,Columbus,GA,20,3569.61
1269,Mary,Young,Santa Ana,CA,16,3569.54
3441,Emma,Russell,Lockport,NY,16,3569.47
3309,Mary,Williams,Caguas,PR,18,3569.47
10792,Frank,Stokes,Winnetka,CA,18,3568.6
1159,Mary,Morrison,Stone Mountain,GA,19,3567.65
3192,Mary,Lindsey,Panorama City,CA,18,3566.45
11776,Mary,Smith,Caguas,PR,18,3564.68
9454,Mary,Carson,Long Beach,CA,18,3564.63
12035,William,Mcdaniel,Caguas,PR,21,3564.59
2612,Lori,Smith,Caguas,PR,18,3564.58
1902,Alice,Murphy,Elyria,OH,18,3564.58
5469,Mary,Bradley,Far Rockaway,NY,19,3564.57
11358,Shirley,Harvey,Salt Lake City,UT,19,3564.45
12001,Christopher,Smith,Caguas,PR,18,3563.68
7546,Gregory,Morris,Newark,NJ,19,3563.58
11413,Amanda,Sanders,Norcross,GA,18,3561.63
6652,Sharon,Hammond,San Jose,CA,15,3559.72
1877,Mary,Powers,Caguas,PR,15,3559.71
5182,Thomas,Morgan,Caguas,PR,18,3559.67
8245,Thomas,Gray,San Antonio,TX,14,3559.63
8626,Scott,Vega,Indianapolis,IN,19,3559.62
943,John,Cummings,Tucson,AZ,15,3559.62
4324,Carolyn,Munoz,Carson,CA,19,3559.57
1189,Mary,Deleon,Detroit,MI,15,3559.57
11460,Richard,Payne,New York,NY,18,3559.56
444,Walter,Lambert,Sunnyvale,CA,18,3559.5
959,Mary,Smith,Tempe,AZ,21,3559.48
8581,Mary,Mullins,Atlanta,GA,18,3559.43
473,Jason,Smith,Elmhurst,IL,15,3558.7
10975,Martha,Bolton,Caguas,PR,16,3558.68
9234,Katherine,Smith,Caguas,PR,17,3557.7
10846,Danielle,Malone,Canoga Park,CA,20,3555.62
760,Emma,Rivas,Caguas,PR,18,3555.59
9372,Kevin,Jarvis,Caguas,PR,18,3554.65
9098,Michael,Burgess,Washington,PA,21,3554.65
6053,David,Smith,Elmhurst,NY,17,3554.55
6221,Andrew,Mcgee,San Jose,CA,24,3554.53
3176,Donna,Smith,Caguas,PR,17,3551.54
11278,Brandon,Smith,Caguas,PR,18,3549.75
9012,Pamela,Gonzalez,Alameda,CA,16,3549.7
4902,Martha,Garcia,Caguas,PR,17,3549.66
9527,Anna,Smith,Napa,CA,17,3549.63
11679,Mary,Benson,San Pablo,CA,16,3549.61
7015,Andrew,Smith,Rosemead,CA,15,3549.6
2928,Sarah,Larsen,Saint Paul,MN,16,3549.6
8784,Jonathan,Smith,Caguas,PR,20,3549.59
6107,Mary,Schmidt,Chicago,IL,18,3549.58
10299,Mary,Blake,Mechanicsburg,PA,18,3549.55
10598,Jason,Smith,Caguas,PR,17,3549.55
9279,Donna,Aguilar,Michigan City,IN,15,3549.47
6975,Mary,Brown,Caguas,PR,20,3545.54
10987,Stephen,Campbell,Escondido,CA,14,3544.66
9533,Mary,Hess,Caguas,PR,19,3544.59
5705,Joyce,Frazier,Brandon,FL,18,3544.52
8487,Frances,Smith,Caguas,PR,19,3544.51
9324,Willie,Parker,Madison,WI,15,3543.53
3597,Margaret,Smith,Miami,FL,15,3539.79
2216,Rebecca,Smith,Fremont,CA,14,3539.78
2590,Mary,Andrade,Caguas,PR,19,3539.71
11055,Mary,Smith,Everett,WA,15,3539.65
9151,Aaron,Smith,Potomac,MD,16,3539.62
2235,David,Shields,Albuquerque,NM,19,3539.6
7549,Timothy,Ellison,Phoenix,AZ,20,3539.57
10574,Phillip,Gonzalez,Caguas,PR,12,3539.57
9610,Frances,Smith,Lancaster,CA,18,3539.49
6104,Roger,Cordova,Caguas,PR,17,3539.48
3,Ann,Smith,Caguas,PR,18,3537.68
11300,Mary,Daniels,Bronx,NY,18,3537.65
5992,Mary,Cross,Caguas,PR,19,3537.41
181,Mary,Jones,Irwin,PA,22,3536.44
3085,Richard,Smith,Cleveland,OH,19,3535.5
6537,Susan,Lopez,Mission Viejo,CA,16,3534.76
5680,Laura,Young,Pomona,CA,19,3534.66
5626,Frank,Morgan,Caguas,PR,15,3534.64
6543,Alexander,Smith,Caguas,PR,22,3534.59
9714,Patricia,Tate,Seattle,WA,23,3534.58
7475,Joan,Smith,Bridgeton,NJ,19,3534.57
7536,Virginia,Smith,Caguas,PR,14,3534.39
8591,Mary,Smith,Caguas,PR,19,3533.52
6692,Susan,Jackson,Caguas,PR,20,3532.51
2801,Mary,Jackson,Caguas,PR,15,3529.8
11993,Amber,Smith,Dundalk,MD,18,3529.76
865,Mary,Smith,Caguas,PR,18,3529.7
8101,Mary,Hudson,Caguas,PR,15,3529.68
6523,Mary,Smith,Caguas,PR,13,3529.67
3871,Mary,Watson,Joliet,IL,15,3529.67
9817,Sean,Hall,Los Angeles,CA,17,3529.65
3812,Robert,Hayes,Hendersonville,TN,18,3529.64
1468,Robert,Smith,Caguas,PR,17,3529.63
6879,Mark,Mcguire,Sanford,NC,17,3529.63
6928,Heather,Smith,Caguas,PR,17,3529.62
7102,David,Bradley,Staten Island,NY,20,3529.61
4282,Mary,Smith,Lancaster,PA,16,3529.61
3079,Charles,Diaz,Caguas,PR,17,3529.61
9600,Nicholas,Sanders,Toms River,NJ,16,3529.59
12267,Mary,Smith,Nashville,TN,19,3529.57
2818,Mary,Smith,Michigan City,IN,17,3529.54
3721,Melissa,Powers,Mount Pleasant,MI,18,3529.52
11454,Ethan,Wells,Fort Lauderdale,FL,19,3529.51
6913,Jeremy,Zamora,Cypress,CA,20,3529.51
8663,Mary,Kim,Chicago,IL,16,3528.73
3872,Lisa,Smith,Caguas,PR,19,3528.52
8251,Mary,Ross,Jackson,MI,18,3527.72
824,Mary,Smith,Hagerstown,MD,16,3527.66
4832,Raymond,Navarro,Vallejo,CA,24,3527.58
6368,Mary,Morales,Caguas,PR,17,3525.6
7916,Mary,Richardson,Lancaster,PA,19,3525.53
783,Cheryl,Kent,Broomfield,CO,16,3525.45
8360,Jeremy,Smith,Caguas,PR,16,3524.77
5754,Carol,Smith,San Antonio,TX,16,3524.72
6455,Ethan,Brown,Caguas,PR,16,3524.6
8688,Michelle,Rose,Eagle Pass,TX,21,3524.54
6300,Willie,Russell,Caguas,PR,18,3524.43
6833,Matthew,Watkins,Caguas,PR,16,3521.68
9826,Mary,Gonzalez,Carmichael,CA,19,3521.61
6120,Mary,Smith,Yonkers,NY,19,3519.71
7862,Mary,Smith,Caguas,PR,19,3519.69
1433,Mary,Turner,Fairfield,CA,16,3519.68
5137,James,Smith,Riverside,CA,19,3519.68
5918,Jeffrey,Wright,Caguas,PR,14,3519.67
6064,Mary,Smith,South El Monte,CA,16,3519.66
4987,Mary,Smith,Caguas,PR,14,3519.61
7603,Kevin,Smith,Caguas,PR,14,3519.61
9410,Mary,Alvarez,Caguas,PR,16,3519.6
18,Robert,Smith,Martinez,CA,15,3519.6
12111,Amber,Franco,Santa Cruz,CA,16,3519.59
4677,Timothy,Smith,Valrico,FL,17,3519.55
5983,Mary,Anderson,New York,NY,15,3519.48
2911,Mary,Smith,Caguas,PR,17,3519.41
5580,Kathryn,Smith,Moreno Valley,CA,13,3517.73
6237,Bobby,Anderson,El Cajon,CA,18,3517.68
8622,Shirley,Smith,Pompano Beach,FL,20,3516.66
12358,Mary,Powers,Caguas,PR,19,3514.67
10625,Mark,Davis,San Diego,CA,20,3514.62
10443,Eric,Smith,Caguas,PR,17,3514.61
2284,Mary,Shaffer,Philadelphia,PA,17,3514.56
5095,Louis,York,Doylestown,PA,18,3514.55
12047,Mary,Moody,Caguas,PR,19,3513.6
11303,Mary,Smith,Union City,NJ,17,3513.59
11999,Johnny,Smith,Caguas,PR,16,3513.59
214,Lauren,Booth,Caguas,PR,23,3512.59
1117,Arthur,Maddox,Caguas,PR,17,3512.44
3883,Marie,Gomez,Caguas,PR,18,3511.67
3527,Mary,Smith,Hesperia,CA,18,3510.66
4690,Nicholas,Adams,Las Vegas,NV,18,3510.5
4100,Mary,Wilson,Caguas,PR,20,3509.76
6936,Mary,Smith,Findlay,OH,14,3509.75
6395,Mary,Page,Hyattsville,MD,16,3509.74
10720,Judith,Gibbs,Bakersfield,CA,18,3509.72
8673,Carolyn,Smith,Caguas,PR,16,3509.7
12294,Theresa,Reid,Mission Viejo,CA,16,3509.68
4484,Gloria,Smith,Powder Springs,GA,19,3509.64
646,Tammy,Smith,Ann Arbor,MI,16,3509.62
48,Mary,Cowan,Strongsville,OH,15,3509.62
11381,Mary,Gonzalez,Bronx,NY,17,3509.61
6102,Henry,Hamilton,Caguas,PR,15,3509.61
7117,Teresa,Edwards,Caguas,PR,17,3509.59
11989,Mary,Turner,Caguas,PR,22,3509.56
2001,Elizabeth,Smith,Wichita,KS,22,3509.53
11913,James,Smith,Rio Grande,PR,15,3509.49
6999,Mary,Pitts,Cicero,IL,17,3507.56
2401,Grace,Miles,Union City,CA,13,3505.74
1689,Thomas,Smith,Troy,NY,18,3505.34
9048,Mary,Smith,Stockton,CA,15,3504.67
11703,Mary,Andrews,Caguas,PR,15,3504.66
872,Keith,Barnes,Caguas,PR,20,3504.62
5853,Ralph,Hicks,Caguas,PR,20,3504.33
10896,Victoria,Smith,Glendale,AZ,18,3503.64
10862,Mary,Smith,Stockton,CA,20,3503.43
4474,Mary,Smith,Caguas,PR,17,3501.7
8559,Mary,Rogers,Caguas,PR,17,3501.66
2045,Katherine,Lozano,Methuen,MA,16,3501.46
908,Mary,Smith,Caguas,PR,20,3500.64
7741,Kathryn,Smith,Caguas,PR,13,3499.74
10300,Daniel,Glover,Caguas,PR,15,3499.72
4646,Arthur,Ramos,Williamsport,PA,17,3499.71
11087,Mary,Smith,Wichita,KS,19,3499.69
11159,Mary,Bruce,Sylmar,CA,12,3499.69
5861,Mary,Mann,Des Plaines,IL,15,3499.67
714,Mark,Beltran,Caguas,PR,16,3499.66
5206,Mary,Palmer,San Diego,CA,17,3499.63
9593,Alexander,Camacho,Caguas,PR,16,3499.62
2152,Marie,Rodriguez,Caguas,PR,15,3499.48
11254,Sharon,Smith,Caguas,PR,17,3499.44
1646,Kenneth,Myers,Miami,FL,16,3498.68
3314,Charles,Smith,Caguas,PR,16,3498.64
11692,Mary,Weber,Dayton,OH,20,3497.4
511,Doris,Smith,Caguas,PR,15,3495.73
3692,James,Smith,Los Angeles,CA,17,3495.61
2906,Mary,Smith,Gardena,CA,15,3495.6
9246,Mary,Richmond,Greensboro,NC,17,3494.66
9540,David,Hall,Aurora,CO,19,3494.62
820,Mary,Brown,Caguas,PR,17,3494.57
4837,Robert,Garcia,Louisville,KY,15,3494.55
6277,Eugene,Smith,Caguas,PR,19,3493.62
5974,Harold,Weiss,Mcallen,TX,16,3493.61
1674,Jennifer,Brown,Bellflower,CA,20,3493.56
6006,Mary,Smith,Lancaster,PA,22,3493.55
10284,Mary,Stafford,Caguas,PR,20,3493.46
5418,Mary,Roy,Marietta,GA,17,3490.54
6336,Richard,Maddox,Caguas,PR,21,3490.44
4010,Michael,Smith,Honolulu,HI,12,3489.72
2804,Matthew,Norman,Caguas,PR,16,3489.71
8720,Mary,Alvarado,Strongsville,OH,17,3489.7
2153,Nathan,Price,Bakersfield,CA,18,3489.69
4136,John,Estrada,Caguas,PR,18,3489.64
8678,Shirley,Buchanan,Hialeah,FL,19,3489.63
6845,Mary,Smith,Los Angeles,CA,18,3489.59
6115,Mary,Smith,Caguas,PR,15,3489.58
4469,Ruth,Maynard,Caguas,PR,18,3489.56
1178,Charles,Gutierrez,Hialeah,FL,15,3489.55
12153,James,Thomas,Modesto,CA,23,3489.52
3785,Brian,Smith,Las Vegas,NV,18,3489.49
9663,Mary,Williams,Ypsilanti,MI,22,3489.4
11615,Mary,Dalton,Lake Forest,CA,16,3487.71
10887,Gregory,Frank,Endicott,NY,17,3487.62
8358,Mary,Smith,San Diego,CA,17,3485.72
11602,Mary,Smith,Mechanicsburg,PA,17,3485.56
4737,Mary,Mendoza,Caguas,PR,17,3484.73
11846,Kathryn,Smith,Caguas,PR,16,3484.62
3671,Mary,Johnson,Mentor,OH,16,3484.55
1857,Mary,Smith,San Sebastian,PR,16,3484.5
6637,Eric,Richardson,Saint Paul,MN,20,3481.52
6704,John,Church,Oregon City,OR,14,3479.75
2119,Angela,Hale,Caguas,PR,17,3479.74
4251,Mary,Serrano,Caguas,PR,15,3479.71
9947,Mary,Smith,Caguas,PR,12,3479.68
7468,Mary,Hebert,Caguas,PR,20,3479.65
1591,Charles,Johnson,Caguas,PR,17,3479.64
12254,Donna,Smith,Caguas,PR,14,3479.62
4103,Mary,Smith,Dorchester Center,MA,15,3479.58
10163,Theresa,Smith,Caguas,PR,18,3479.58
2767,Matthew,Braun,Webster,NY,16,3479.57
4799,Paul,Jensen,Honolulu,HI,17,3479.56
10595,Mary,Smith,Caguas,PR,15,3479.56
2907,Russell,Maddox,Caguas,PR,18,3479.56
7254,Mary,Smith,Caguas,PR,16,3479.52
3391,Rebecca,Smith,Carson,CA,17,3477.6
1564,Mary,Davenport,Brooklyn,NY,20,3476.46
3193,Joshua,Smith,Westland,MI,18,3474.69
7713,Mary,Cruz,Chicago,IL,16,3474.68
4481,Mary,James,Doylestown,PA,16,3474.67
2754,Mary,Rich,Vacaville,CA,17,3474.65
11149,Roy,Smith,Caguas,PR,17,3474.64
3160,Charles,Jensen,Caguas,PR,18,3474.55
6174,Carl,Bright,Massapequa,NY,16,3473.71
4219,Linda,Smith,Hamilton,OH,19,3471.63
11889,Mary,Smith,Caguas,PR,18,3471.55
5494,Rose,Smith,Oceanside,CA,14,3469.67
11771,Donald,Pennington,Caguas,PR,13,3469.66
10993,Mary,Smith,La Habra,CA,15,3469.65
11376,Charles,Mason,Houston,TX,20,3469.62
11674,Christina,Daniel,Caguas,PR,16,3469.62
10912,Mary,Smith,Caguas,PR,15,3469.62
6935,Debra,Preston,Caguas,PR,18,3469.62
2889,Tyler,Smith,Hialeah,FL,14,3469.61
2349,William,Smith,Caguas,PR,18,3469.58
9748,Mary,Smith,Tampa,FL,16,3469.57
9236,Patrick,Webb,Caguas,PR,18,3469.45
561,Ralph,Griffith,Caguas,PR,15,3469.45
1957,Shirley,Smith,Chicago,IL,18,3468.68
11338,Paul,Smith,Sheboygan,WI,18,3468.44
3965,Mary,Douglas,Caguas,PR,18,3467.63
7835,Michael,Gallegos,Caguas,PR,16,3466.66
5613,Michael,Smith,Chicago,IL,16,3465.64
11037,Mary,Perry,Davis,CA,19,3465.47
318,Samantha,Smith,Caguas,PR,15,3464.66
3319,Adam,Prince,New York,NY,17,3464.61
4933,Mary,Smith,Laredo,TX,15,3464.58
7461,Mary,Wood,Caguas,PR,20,3463.59
4759,Charles,Lowe,Caguas,PR,22,3463.51
1055,Mary,Smith,Weslaco,TX,17,3462.45
10582,Mary,Ryan,Caguas,PR,17,3461.62
9040,Mary,Smith,Bowling Green,KY,14,3459.74
9249,Jonathan,Costa,Panorama City,CA,16,3459.69
2316,Heather,Smith,West Orange,NJ,16,3459.69
11858,Mary,Smith,North Hills,CA,14,3459.67
7332,Mary,Herman,Fond Du Lac,WI,18,3459.67
4232,Mary,Garza,Caguas,PR,18,3459.62
12167,Christopher,Smith,Caguas,PR,22,3459.6
3715,Debra,Burnett,Caguas,PR,18,3459.59
8679,Mary,Smith,Lansdale,PA,15,3459.57
2613,Mary,Little,Chicago,IL,18,3459.51
3604,Alexander,Martin,Fullerton,CA,20,3458.68
6099,Helen,Smith,Caguas,PR,19,3458.54
674,Jose,Reynolds,Morrisville,PA,18,3457.5
9571,Lori,Smith,Hyattsville,MD,18,3455.61
